y,rule,order,draw,b3,lo,hi,n,b3_rlm,b3_rlm_se,slope_bsky,slope_bsky_se,slope_ts,slope_ts_se
depth,random,api,15.0,-0.013606205768812775,-0.0163054579326049,-0.010906953605020652,244129,-0.015378481940199506,0.0010670954360068497,0.28780275863094995,0.0013066606724488354,0.2741965528621354,0.0004350099307123743
depth,random,api,16.0,-0.010924335230038267,-0.013660962556343593,-0.00818770790373294,244129,-0.012529236735521797,0.0010677871325585613,0.28508570698556374,0.001326746237432916,0.274161371755524,0.000435001356159605
depth,random,api,17.0,-0.012306785894159495,-0.015067290222577195,-0.009546281565741796,244129,-0.013844937295866824,0.001069167828735614,0.2869227028707937,0.0013394168341733965,0.27461591697663285,0.0004354435238395722
depth,random,api,18.0,-0.011941248259022139,-0.014646654435057223,-0.009235842082987054,244129,-0.013549578229965496,0.001066769368423715,0.28647240571160326,0.0013105360749571424,0.27453115745257983,0.0004332999962046243
depth,random,api,19.0,-0.011870629563375094,-0.014589157879057148,-0.009152101247693039,244129,-0.01347692205398936,0.0010672049800542099,0.28651971927373054,0.0013172157203761685,0.2746490897103539,0.00043442319833044465
depth,random,rev,0.0,-0.0021129616599944445,-0.004889436172349284,0.0006635128523603947,244129,-0.001893912313363707,0.001106046395508227,0.28827480835116037,0.0013419029014651862,0.2861618466911642,0.00045383177831089644
depth,random,rev,1.0,0.0005043942742155385,-0.0023074974267922963,0.003316285975223374,244129,0.0007888645332841784,0.0011096381774338732,0.28613359698709573,0.0013609753414923315,0.2866379912613093,0.0004537996235646298
depth,random,rev,2.0,-0.0006579084645836361,-0.0034552493738895093,0.0021394324447222366,244129,-4.9804762175369265e-05,0.001104848409789468,0.28694061862688724,0.0013530913340099465,0.286282710162302,0.0004539667206237527
depth,random,rev,3.0,-0.0009117865141342889,-0.003704394506856855,0.001880821478588277,244129,-0.0004955152718169335,0.0011057358787226461,0.28715466123778133,0.0013507139243699837,0.2862428747236454,0.0004534610500720896
depth,random,rev,4.0,-0.0010763513778332275,-0.0038887728869073457,0.0017360701312408907,244129,-0.0004457626685164164,0.001106432073693553,0.28730718333348937,0.001360926032195857,0.2862308319556548,0.0004548010350384429
depth,random,rev,5.0,-0.0007646368470337389,-0.0035544280012306103,0.002025154307163132,244129,3.055548622160106e-05,0.0011065845034397069,0.28708888194570087,0.0013491362453161826,0.2863242450986655,0.0004536442969365718
depth,random,rev,6.0,0.0009934183556492815,-0.0017707076345626028,0.003757544345861166,244129,0.0017409040198288403,0.0011062860208888795,0.28561120073023505,0.0013351641482158452,0.28660461908588275,0.00045408540074862104
depth,random,rev,7.0,-0.00073528027164474,-0.0035355767173762577,0.0020650161740867782,244129,-0.00024087277905247804,0.001106376531704343,0.28709886617574704,0.0013543693166947768,0.28636358590410055,0.0004548980545540268
depth,random,rev,8.0,0.0005491720714104667,-0.0022384003859280757,0.003336744528749009,244129,0.0014301085255950426,0.0011072155598916395,0.2858716372473653,0.001347576393287585,0.2864208093187742,0.00045472897683750623
depth,random,rev,9.0,-7.624427466289609e-05,-0.002872521442183503,0.0027200328928577108,244129,0.0005948722870678598,0.001107923933046537,0.28642581743643897,0.0013520505238960026,0.28634957316177456,0.00045535968815484535
depth,random,rev,10.0,0.00032185444042539456,-0.002455938822552333,0.003099647703403122,244129,0.0005426520479336026,0.0011080554311545129,0.2862490097237709,0.001341974815841936,0.2865708641641944,0.00045571586715983486
depth,random,rev,11.0,-0.0004022153150847464,-0.003210785036580787,0.002406354406411294,244129,6.087912390615574e-05,0.00110551159255032,0.2865696279597876,0.001359206804408402,0.28616741264470114,0.0004537450956602452
depth,random,rev,12.0,-0.00024645919763235507,-0.003012894010680308,0.002519975615415598,244129,0.0004885231514252179,0.0011059227206048053,0.2864870895643424,0.0013357440981431412,0.28624063036670827,0.00045603558605093286
depth,random,rev,13.0,-0.0009921460982563904,-0.0037460766706744935,0.001761784474161713,244129,-0.0005984392574684506,0.0011073376996508638,0.28710820660689634,0.0013284738755244068,0.2861160605086383,0.00045756897261382525
depth,random,rev,14.0,-0.001298750521307701,-0.004077279142974502,0.0014797781003590992,244129,-0.0005647509563232335,0.0011056914658364551,0.287476209159001,0.0013424914113343114,0.2861774586376917,0.0004553611303243255
depth,random,rev,15.0,0.0001589417968582682,-0.0026519142925860617,0.0029697978863025983,244129,0.001041541923684665,0.0011078517634281978,0.2863759483410003,0.0013596519103546267,0.2865348901378569,0.00045609088021007977
depth,random,rev,16.0,-0.0010502348777701618,-0.003846759917529016,0.0017462901619886922,244129,-0.00027628441871656095,0.001108911151749473,0.2877592649443671,0.0013523590422519671,0.28670903006659554,0.0004548394782472692
depth,random,rev,17.0,-0.0010044434676982133,-0.0038094242773937296,0.001800537341997303,244129,-0.0006003394134124156,0.0011077056709334464,0.2876484958272469,0.0013566491960714396,0.2866440523595472,0.0004556165039911033
depth,random,rev,18.0,-0.0016188747689641755,-0.004414302130090324,0.0011765525921619726,244129,-0.0010235727435481679,0.0011042428162002858,0.28788670572683145,0.0013512636626013584,0.2862678309578658,0.0004563360922827894
depth,random,rev,19.0,-0.00015353417407291985,-0.0029344434139345365,0.0026273750657886965,244129,7.406301515584628e-05,0.001106698017648458,0.28645336957863754,0.0013440158219125207,0.2862998354045632,0.0004546466449310743
