platform,cascades,reposts,root_attached_share,unique_candidate_share,mean_candidates
bsky,25550.0,184807.0,0.550217253675456,0.20773022666890323,1.5974990124832933
ts,218579.0,3847903.0,0.5853463561841346,0.12418296407159952,5.50650367225993
