platform,cascades,reposts,root_attached_share,unique_candidate_share,mean_candidates
bsky,2000.0,15325.0,0.5513213703099511,0.1965415986949429,2.0459380097879283
ts,2000.0,91649.0,0.445907756767668,0.15115276762430577,10.27303080230008
