scenario,draw,y,b3,n
pooled,40,log_breadth,0.09330125737061772,120693
pooled,40,log_depth,-0.08507532952738002,120693
pooled,42,log_breadth,0.09634014034588059,120693
pooled,42,log_depth,-0.08189292497056555,120693
pooled,45,log_breadth,0.08155747876895895,120693
pooled,45,log_depth,-0.07476317354172107,120693
pooled,44,log_breadth,0.11557696939543571,120693
pooled,44,log_depth,-0.10268283282499134,120693
pooled,43,log_breadth,0.11307415807078959,120693
pooled,43,log_depth,-0.10403726519367876,120693
pooled,46,log_breadth,0.09908044933914463,120693
pooled,46,log_depth,-0.08465648141540637,120693
pooled,49,log_breadth,0.1100383755522188,120693
pooled,49,log_depth,-0.09604728644905036,120693
pooled,51,log_breadth,0.0986789883218417,120693
pooled,51,log_depth,-0.09008855483679878,120693
pooled,47,log_breadth,0.11938904795092407,120693
pooled,47,log_depth,-0.10209867459097587,120693
pooled,48,log_breadth,0.08027921085180069,120693
pooled,48,log_depth,-0.0721883435465666,120693
pooled,50,log_breadth,0.07771643783171651,120693
pooled,50,log_depth,-0.07606487198953245,120693
pooled,54,log_breadth,0.12025008048776444,120693
pooled,54,log_depth,-0.09909862021270026,120693
pooled,52,log_breadth,0.08214646457060593,120693
pooled,52,log_depth,-0.07506494289248074,120693
pooled,55,log_breadth,0.07932631097179584,120693
pooled,55,log_depth,-0.07642234939586831,120693
pooled,53,log_breadth,0.11554319517810495,120693
pooled,53,log_depth,-0.09794445709185585,120693
pooled,56,log_breadth,0.09772510613096655,120693
pooled,56,log_depth,-0.08412640556012382,120693
pooled,59,log_breadth,0.10526305954803707,120693
pooled,59,log_depth,-0.08967356128530998,120693
pooled,60,log_breadth,0.08816285816942303,120693
pooled,60,log_depth,-0.08202348442994006,120693
pooled,57,log_breadth,0.10410126266785835,120693
pooled,57,log_depth,-0.09744335129913899,120693
pooled,58,log_breadth,0.08794519928933395,120693
pooled,58,log_depth,-0.07971526415332285,120693
pooled,64,log_breadth,0.10817762392142438,120693
pooled,64,log_depth,-0.09494182834526534,120693
pooled,61,log_breadth,0.1088886656682885,120693
pooled,61,log_depth,-0.09242931787135995,120693
pooled,62,log_breadth,0.08861062475081818,120693
pooled,62,log_depth,-0.0727301047940282,120693
pooled,66,log_breadth,0.09410596494198342,120693
pooled,66,log_depth,-0.086363414926668,120693
pooled,68,log_breadth,0.12000340539722157,120693
pooled,68,log_depth,-0.1036479435380912,120693
pooled,63,log_breadth,0.10119034672215042,120693
pooled,63,log_depth,-0.08944771652759274,120693
pooled,65,log_breadth,0.09764979982793352,120693
pooled,65,log_depth,-0.08424279275998035,120693
pooled,67,log_breadth,0.08389291063480696,120693
pooled,67,log_depth,-0.07693199117198662,120693
pooled,69,log_breadth,0.09144289406838402,120693
pooled,69,log_depth,-0.0845680787603179,120693
pooled,70,log_breadth,0.0855026329468214,120693
pooled,70,log_depth,-0.08691512442993647,120693
pooled,73,log_breadth,0.10257991446181669,120693
pooled,73,log_depth,-0.09118813628759295,120693
pooled,71,log_breadth,0.08510926286141529,120693
pooled,71,log_depth,-0.07425981725011106,120693
pooled,72,log_breadth,0.08879383243744894,120693
pooled,72,log_depth,-0.07717855144246746,120693
pooled,76,log_breadth,0.08542474227762784,120693
pooled,76,log_depth,-0.076662548071652,120693
pooled,77,log_breadth,0.09866952387563209,120693
pooled,77,log_depth,-0.08585688395134407,120693
pooled,74,log_breadth,0.09472241503755952,120693
pooled,74,log_depth,-0.07958740009731802,120693
pooled,75,log_breadth,0.08136550200124038,120693
pooled,75,log_depth,-0.07837079418825292,120693
pooled,81,log_breadth,0.09018267044271647,120693
pooled,81,log_depth,-0.07391056270248585,120693
pooled,78,log_breadth,0.1152483882920031,120693
pooled,78,log_depth,-0.09882537533114998,120693
pooled,79,log_breadth,0.08961316669613772,120693
pooled,79,log_depth,-0.08637479718182452,120693
pooled,82,log_breadth,0.10090219265696966,120693
pooled,82,log_depth,-0.0872462983971727,120693
pooled,80,log_breadth,0.10440599544863316,120693
pooled,80,log_depth,-0.08918755975748016,120693
pooled,83,log_breadth,0.1051324486063409,120693
pooled,83,log_depth,-0.08676153698054269,120693
pooled,86,log_breadth,0.10161405942732805,120693
pooled,86,log_depth,-0.0933206699114519,120693
pooled,87,log_breadth,0.09708010861892138,120693
pooled,87,log_depth,-0.08287042983908639,120693
pooled,84,log_breadth,0.08762085845979786,120693
pooled,84,log_depth,-0.07732665004225064,120693
pooled,85,log_breadth,0.09306183656795342,120693
pooled,85,log_depth,-0.08365797697199345,120693
pooled,90,log_breadth,0.11351348266531229,120693
pooled,90,log_depth,-0.09286379048232679,120693
pooled,88,log_breadth,0.0709675224816233,120693
pooled,88,log_depth,-0.06536481456027793,120693
pooled,89,log_breadth,0.08524150339122018,120693
pooled,89,log_depth,-0.07847256041666684,120693
pooled,93,log_breadth,0.08682532640633311,120693
pooled,93,log_depth,-0.08064921471424878,120693
pooled,91,log_breadth,0.10735723758527085,120693
pooled,91,log_depth,-0.09392008457128713,120693
pooled,92,log_breadth,0.11719185641304851,120693
pooled,92,log_depth,-0.10292042482563106,120693
pooled,95,log_breadth,0.09464599212871244,120693
pooled,95,log_depth,-0.09275886781683493,120693
pooled,94,log_breadth,0.10383605279965219,120693
pooled,94,log_depth,-0.08881172548556934,120693
pooled,96,log_breadth,0.10421669956321189,120693
pooled,96,log_depth,-0.0917107972986438,120693
pooled,97,log_breadth,0.08110132941022133,120693
pooled,97,log_depth,-0.08099969139874007,120693
pooled,98,log_breadth,0.11216083770892658,120693
pooled,98,log_depth,-0.09700181190437683,120693
pooled,99,log_breadth,0.09620714543568727,120693
pooled,99,log_depth,-0.08452966541006576,120693
