check,variant,y,baseline_b3,model3c_b3,n,attenuation
C3_matched,post_level,log_breadth,0.15991961180974582,-0.017525734378563376,42947,0.8904090987951278
C3_matched,post_level,log_depth,-0.1843030611666414,0.0659434619823809,42947,0.6422009403155993
C3_matched,user_collapsed,log_breadth,-0.03190277629703241,0.014588314969405908,42947,0.5427258482590774
C3_matched,user_collapsed,log_depth,-0.13208030990963665,0.0628926170797757,42947,0.5238304852342944
