table,spec,y,coef,b_size,pseudo_r2,mae,rmse,n
encoding_panelA,LR,log_breadth,0.28474653721211435,0.37181650841528535,0.9367380250829919,0.06448629471247999,0.1164097075631688,120693
encoding_panelA,LR,log_depth,-0.19126488136361744,0.8410791224901216,0.886118463815448,0.04996815767329728,0.09348015841788039,120693
encoding_panelA,MajMin,log_breadth,0.12503710212916624,0.3551622016908094,0.9359050245874309,0.06382550144770396,0.11717361209122558,120693
encoding_panelA,MajMin,log_depth,-0.10930229105486,0.8285289432289434,0.8825182404535974,0.048006585236467815,0.09494629065956287,120693
